DateTime,Speed_U,Speed_V,Speed_W,Dir
16-12-2018 10:40:00,0.836459,-0.13586,0.051363,284.494637
16-12-2018 10:50:00,0.974384,-1.55449,0.011468,343.880065
16-12-2018 11:00:00,0.819621,0.294809,0.190215,301.599416
16-12-2018 11:10:00,0.084325,-0.864538,-0.081398,7.00389
16-12-2018 11:20:00,-0.450053,0.327465,-0.007336,67.190578
16-12-2018 11:30:00,-0.199505,1.269448,0.063747,179.272548
16-12-2018 11:40:00,-1.13188,1.487329,0.074154,139.499518
16-12-2018 11:50:00,-0.571789,1.100563,0.039365,147.788153
16-12-2018 12:00:00,-1.736183,0.314617,-0.070535,96.887252
16-12-2018 12:10:00,0.574082,-0.28204,-0.154189,296.175232
16-12-2018 12:20:00,1.419499,-0.439772,0.118176,290.26101
16-12-2018 12:30:00,0.960082,-0.801281,0.15775,314.645251
16-12-2018 12:40:00,0.260602,-0.884843,0.014815,334.333024
16-12-2018 12:50:00,0.581468,-0.183057,-0.013991,293.852015
16-12-2018 13:00:00,1.905091,-0.166842,-0.171119,280.472136
16-12-2018 13:10:00,2.259939,0.391316,0.140148,262.819042
16-12-2018 13:20:00,2.027564,0.420803,-0.100197,268.014558
16-12-2018 13:30:00,1.368999,-1.436222,0.04915,322.57233
16-12-2018 13:40:00,0.691616,-1.429462,-0.149627,331.776817
16-12-2018 13:50:00,0.446824,-1.129722,0.064251,342.806095
16-12-2018 14:00:00,0.205983,-0.162672,-0.070318,277.036951
16-12-2018 14:10:00,0.281044,0.430901,-0.08773,220.084286
16-12-2018 14:20:00,0.743066,0.644138,-0.030527,213.700142
16-12-2018 14:30:00,0.959342,1.769838,0.06537,215.662252
16-12-2018 14:40:00,0.023354,2.217157,0.029067,188.184785
16-12-2018 14:50:00,-0.595485,1.807743,0.105058,166.165815
16-12-2018 15:00:00,-0.372728,1.231181,0.070095,156.122869
16-12-2018 15:10:00,-1.107504,0.765239,0.112528,133.622539
16-12-2018 15:20:00,-1.25615,1.429791,0.060638,143.220341
16-12-2018 15:30:00,-0.965915,1.551133,0.080165,157.395557
16-12-2018 15:40:00,-0.509956,2.168078,0.003827,168.526834
16-12-2018 15:50:00,-1.204987,2.225528,0.055946,154.774863
16-12-2018 16:00:00,-1.190055,3.095517,0.03395,164.988042
16-12-2018 16:10:00,0.066981,2.764295,-0.056571,181.742371
16-12-2018 16:20:00,-0.800366,2.970709,0.072158,167.89863
16-12-2018 16:30:00,-1.078495,2.578801,0.010424,163.298711
16-12-2018 16:40:00,-1.723915,2.330479,0.229977,152.901205
16-12-2018 16:50:00,-2.367163,2.264483,-0.02655,142.300647
16-12-2018 17:00:00,-2.354714,1.816853,0.328642,135.677951
16-12-2018 17:10:00,-2.438821,1.002197,-0.004899,118.3782
16-12-2018 17:20:00,-1.8947,0.843361,0.175835,121.879804
16-12-2018 17:30:00,-1.360441,0.933935,0.194117,130.821612
16-12-2018 17:40:00,-1.557068,0.73818,-0.074511,118.891435
16-12-2018 17:50:00,-1.743899,1.546507,0.282688,138.537323
16-12-2018 18:00:00,-1.149722,2.10621,-0.22084,161.265852
16-12-2018 18:10:00,-0.837763,1.75292,0.32259,173.170469
16-12-2018 18:20:00,-0.810078,1.600661,0.172761,172.50933
16-12-2018 18:30:00,-0.405642,1.228437,0.533946,177.470114
16-12-2018 18:40:00,-2.252148,1.564846,0.517664,136.13059
16-12-2018 18:50:00,-2.012304,1.19844,0.906402,131.637226
16-12-2018 19:00:00,-1.795862,-1.740799,0.794751,59.499168
16-12-2018 19:10:00,-1.266501,-2.772028,0.095207,37.05165
16-12-2018 19:20:00,-0.424213,-2.835928,-0.037525,18.215646
16-12-2018 19:30:00,0.553286,-2.42402,0.286173,0.593649
16-12-2018 19:40:00,0.537412,-1.668146,-0.308679,350.770452
16-12-2018 19:50:00,-0.219637,-2.266158,-0.187537,15.323069
16-12-2018 20:00:00,-0.670901,-2.013801,-0.194701,33.195582
16-12-2018 20:10:00,-0.65061,-2.574948,-0.311354,26.350672
16-12-2018 20:20:00,-0.767391,-2.579841,0.169406,26.635299
16-12-2018 20:30:00,-0.701449,-2.231499,-0.100707,29.208982
16-12-2018 20:40:00,-0.681218,-1.844678,-0.042751,31.019856
16-12-2018 20:50:00,-0.406832,-1.978011,-0.071668,24.61668
16-12-2018 21:00:00,-0.734947,-2.260043,-0.269396,25.423034
16-12-2018 21:10:00,-1.402026,-2.052435,-0.080526,42.908725
16-12-2018 21:20:00,-1.045669,-2.639466,-0.035507,32.397405
16-12-2018 21:30:00,-1.146163,-2.194718,-0.162363,37.954289
16-12-2018 21:40:00,-0.643831,-1.991068,-0.028087,28.355066
16-12-2018 21:50:00,-0.827456,-1.661339,-0.10928,42.951434
16-12-2018 22:00:00,-0.370537,-1.434128,0.061263,21.394142
16-12-2018 22:10:00,-0.345007,-0.955181,-0.090668,33.418733
16-12-2018 22:20:00,-0.391241,-1.411367,-0.047316,25.652006
16-12-2018 22:30:00,-0.63604,-1.73051,-0.135618,30.750738
16-12-2018 22:40:00,-0.390557,-1.563077,0.072986,17.771425
16-12-2018 22:50:00,-0.503664,-1.247801,0.005724,10.808009
16-12-2018 23:00:00,-0.46253,-1.568604,-0.000581,15.057905
16-12-2018 23:10:00,-0.63231,-1.246647,0.032354,23.252814
16-12-2018 23:20:00,-0.820366,-1.257975,-0.009202,32.793826
16-12-2018 23:30:00,-0.753528,-0.904086,-0.008742,39.983963
16-12-2018 23:40:00,-0.812461,-0.963127,-0.0019,45.198758
16-12-2018 23:50:00,-1.114541,-0.605746,-0.00047,67.167908
17-12-2018 00:00:00,-0.720752,-0.120508,-0.013628,80.234919
17-12-2018 00:10:00,-1.065638,-0.295256,0.081346,83.844221
17-12-2018 00:20:00,-0.696409,-0.240585,0.056328,88.161177
17-12-2018 00:30:00,-0.441475,-0.482516,0.019399,79.016011
17-12-2018 00:40:00,-0.287467,-0.60856,-0.037492,73.770833
17-12-2018 00:50:00,0.350647,-0.355945,0.000942,12.855978
17-12-2018 01:00:00,0.895793,-0.298208,-0.118848,289.439135
17-12-2018 01:10:00,1.050183,-0.19304,-0.094246,280.473435
17-12-2018 01:20:00,0.856649,-0.867816,-0.042516,323.424788
17-12-2018 01:30:00,-0.086168,-0.647326,-0.004339,4.799741
17-12-2018 01:40:00,-0.167234,-0.703255,-0.047963,23.996079
17-12-2018 01:50:00,-0.158012,-0.746017,-0.016078,14.354108
17-12-2018 02:00:00,-0.389451,-0.568735,-0.003796,41.679231
17-12-2018 02:10:00,-0.311741,-0.437334,0.02031,40.764068
17-12-2018 02:20:00,0.03462,-0.297931,-0.000341,355.427701
17-12-2018 02:30:00,0.286926,0.009011,-0.02176,275.61049
17-12-2018 02:40:00,0.472616,0.028863,-0.089737,296.793441
17-12-2018 02:50:00,0.730061,-0.36116,-0.054898,305.450811
